temperature,humidity,exposure_hours,activity_level,hydration_level,age_group,heat_index,risk_score,risk_label
33.0,56.0,6,heavy,moderate,46-55,38.2,1.0,extreme
27.2,72.8,10,light,well,36-45,29.4,0.492,moderate
36.7,90.6,6,heavy,moderate,55+,73.9,1.0,extreme
32.7,72.2,2,extreme,well,18-25,43.3,1.0,extreme
33.0,47.6,10,extreme,well,26-35,35.5,0.937,extreme
32.7,51.3,1,moderate,poor,36-45,36.1,0.81,high
28.0,70.3,8,light,well,36-45,30.7,0.286,low
23.3,63.1,5,extreme,well,36-45,23.3,0.593,moderate
25.6,72.5,8,extreme,well,46-55,26.2,0.707,high
32.7,42.6,10,heavy,well,18-25,33.8,0.971,extreme
38.3,59.0,12,moderate,poor,36-45,55.3,1.0,extreme
31.5,52.6,9,extreme,poor,36-45,34.0,1.0,extreme
32.9,54.0,6,heavy,moderate,36-45,37.3,0.846,high
26.5,61.9,3,moderate,poor,36-45,27.5,0.677,moderate
40.4,88.0,9,light,well,18-25,94.5,1.0,extreme
27.1,59.9,2,light,poor,18-25,28.2,0.498,moderate
22.5,53.6,8,heavy,well,36-45,22.2,0.499,moderate
32.2,59.1,3,light,well,55+,37.3,0.566,moderate
25.8,27.1,8,light,poor,36-45,25.2,0.435,moderate
40.9,82.2,12,moderate,poor,18-25,90.7,0.99,extreme
27.9,73.6,12,light,poor,36-45,31.0,0.793,high
34.6,89.0,2,moderate,moderate,46-55,61.0,0.948,extreme
32.8,73.8,6,extreme,well,26-35,44.5,1.0,extreme
37.5,53.6,1,extreme,well,18-25,49.2,0.975,extreme
33.2,50.9,5,heavy,moderate,18-25,37.0,0.82,high
34.3,56.2,5,moderate,well,18-25,41.3,0.825,high
30.4,84.3,1,heavy,poor,46-55,40.3,1.0,extreme
27.3,55.0,7,extreme,poor,18-25,28.1,0.852,extreme
34.3,64.5,5,extreme,poor,18-25,45.1,0.916,extreme
30.5,80.5,2,moderate,moderate,46-55,39.4,0.973,extreme
23.7,28.2,11,moderate,well,55+,22.9,0.595,moderate
29.0,66.8,4,light,moderate,36-45,32.2,0.604,moderate
30.8,57.9,4,moderate,moderate,26-35,33.9,0.697,moderate
37.0,36.6,2,light,poor,55+,39.9,1.0,extreme
36.0,78.1,2,moderate,well,36-45,59.8,0.929,extreme
37.3,53.8,1,heavy,poor,18-25,48.6,0.971,extreme
33.3,49.1,10,moderate,well,18-25,36.7,0.802,high
33.4,59.5,10,heavy,moderate,46-55,40.5,0.91,extreme
41.3,87.6,7,extreme,well,18-25,100.4,0.983,extreme
28.9,42.7,3,light,moderate,46-55,28.7,0.473,moderate
30.8,80.3,4,heavy,poor,46-55,40.5,0.953,extreme
30.5,50.3,12,heavy,moderate,26-35,31.9,0.842,high
24.7,61.2,5,heavy,moderate,18-25,24.8,0.495,moderate
31.6,64.9,10,light,poor,55+,37.5,0.976,extreme
34.7,60.1,12,light,moderate,26-35,44.1,0.874,extreme
30.1,22.1,1,moderate,moderate,55+,28.4,0.635,moderate
26.4,65.4,12,extreme,poor,46-55,27.7,1.0,extreme
30.4,52.1,12,light,poor,55+,32.0,0.954,extreme
24.1,68.9,4,heavy,moderate,55+,24.4,0.523,moderate
26.1,54.9,7,moderate,moderate,36-45,26.2,0.394,low
25.9,34.4,4,heavy,moderate,36-45,25.4,0.369,low
26.5,44.9,8,moderate,poor,26-35,26.3,0.536,moderate
29.3,63.6,11,heavy,moderate,26-35,32.1,0.968,extreme
20.7,61.8,8,extreme,poor,46-55,20.4,0.986,extreme
23.7,67.0,1,light,well,46-55,23.9,0.355,low
27.2,54.6,10,heavy,poor,55+,27.9,1.0,extreme
37.2,58.5,6,moderate,moderate,18-25,51.2,1.0,extreme
28.2,44.5,6,extreme,poor,36-45,28.2,0.906,extreme
36.5,82.0,11,extreme,moderate,26-35,65.4,0.927,extreme
33.5,68.6,1,moderate,well,18-25,44.3,0.774,high
33.8,54.3,12,heavy,poor,26-35,39.4,1.0,extreme
34.5,73.2,2,heavy,poor,46-55,50.1,1.0,extreme
20.0,31.2,7,moderate,poor,36-45,18.9,0.608,moderate
27.2,54.3,12,moderate,moderate,55+,27.9,0.88,extreme
31.7,61.5,4,heavy,poor,18-25,36.7,0.854,extreme
32.8,68.8,10,heavy,poor,46-55,42.3,0.968,extreme
36.2,70.3,1,heavy,poor,55+,55.2,1.0,extreme
30.8,58.2,11,heavy,moderate,18-25,34.1,0.996,extreme
25.3,39.8,6,moderate,well,55+,24.9,0.358,low
33.6,78.4,1,light,poor,18-25,49.8,1.0,extreme
27.7,71.7,6,light,well,36-45,30.3,0.408,moderate
31.8,36.5,5,extreme,well,46-55,31.4,0.885,extreme
26.0,36.9,5,moderate,well,18-25,25.6,0.223,low
27.6,80.2,11,light,poor,36-45,31.0,0.787,high
32.2,92.0,7,heavy,poor,26-35,50.8,1.0,extreme
32.9,61.0,11,extreme,moderate,18-25,39.6,1.0,extreme
29.4,39.3,8,moderate,well,26-35,29.0,0.426,moderate
33.6,94.2,6,heavy,moderate,26-35,59.0,0.93,extreme
24.0,76.3,11,light,moderate,46-55,24.5,0.671,moderate
32.7,67.9,7,heavy,poor,26-35,41.8,1.0,extreme
29.3,63.1,9,moderate,moderate,46-55,32.1,1.0,extreme
25.5,55.8,7,light,moderate,46-55,25.5,0.532,moderate
34.2,47.8,10,light,moderate,36-45,38.0,0.817,high
39.4,68.7,9,heavy,moderate,26-35,67.9,1.0,extreme
37.7,92.5,2,extreme,well,18-25,82.2,1.0,extreme
28.8,57.3,1,light,poor,36-45,30.4,0.566,moderate
27.6,69.6,3,heavy,moderate,26-35,29.9,0.52,moderate
36.9,44.7,10,heavy,moderate,26-35,43.0,0.907,extreme
36.6,82.4,7,extreme,moderate,55+,66.3,0.971,extreme
28.6,51.5,2,extreme,well,46-55,29.3,0.685,moderate
21.3,87.2,3,extreme,poor,18-25,21.8,0.798,high
30.3,45.6,10,heavy,poor,18-25,30.7,0.922,extreme
29.9,65.4,9,light,moderate,46-55,33.7,0.962,extreme
33.3,40.2,3,extreme,poor,55+,34.3,0.957,extreme
35.3,46.6,6,light,well,46-55,40.0,1.0,extreme
34.5,65.4,11,light,well,46-55,46.2,0.986,extreme
30.4,45.0,2,light,moderate,26-35,30.8,0.372,low
31.5,61.3,9,moderate,poor,36-45,36.3,0.976,extreme
28.3,55.3,6,moderate,moderate,36-45,29.4,0.552,moderate
39.8,62.5,5,moderate,poor,36-45,63.9,0.939,extreme
33.8,63.6,3,heavy,poor,18-25,43.0,0.876,extreme
40.6,38.7,1,heavy,well,55+,49.1,1.0,extreme
33.6,49.6,12,light,poor,26-35,37.4,0.885,extreme
40.0,39.5,5,light,well,55+,48.1,0.994,extreme
35.7,51.7,11,moderate,well,18-25,43.1,0.975,extreme
27.9,44.7,6,extreme,well,46-55,27.9,0.859,extreme
26.9,75.3,9,light,poor,18-25,29.1,0.727,high
35.8,65.6,8,heavy,poor,18-25,50.7,1.0,extreme
35.1,42.5,10,extreme,well,46-55,38.1,0.947,extreme
32.0,71.0,10,light,poor,26-35,40.9,0.906,extreme
31.1,57.6,7,extreme,moderate,26-35,34.5,0.96,extreme
35.1,61.3,8,extreme,well,36-45,46.1,0.975,extreme
31.3,74.2,5,extreme,well,36-45,39.8,0.973,extreme
33.6,61.1,5,extreme,well,36-45,41.5,0.986,extreme
33.0,58.9,5,heavy,well,36-45,39.0,0.932,extreme
32.1,53.7,4,moderate,moderate,36-45,35.4,0.601,moderate
27.9,40.1,9,extreme,well,36-45,27.5,0.852,extreme
24.5,84.6,1,moderate,well,55+,25.2,0.27,low
31.0,93.8,1,heavy,moderate,18-25,46.1,0.999,extreme
29.8,60.6,3,extreme,well,46-55,32.5,0.892,extreme
26.7,29.9,4,moderate,well,26-35,26.2,0.225,low
30.3,79.9,2,moderate,poor,55+,38.6,0.937,extreme
35.3,61.4,9,heavy,well,36-45,46.5,1.0,extreme
28.7,95.4,4,heavy,well,36-45,37.2,0.695,moderate
36.4,24.5,12,moderate,poor,26-35,35.5,1.0,extreme
32.5,57.8,10,extreme,poor,46-55,37.5,0.938,extreme
24.4,38.3,11,heavy,poor,26-35,23.9,0.911,extreme
32.6,51.4,6,extreme,poor,36-45,35.8,0.963,extreme
32.4,66.5,8,light,poor,18-25,40.4,1.0,extreme
30.7,44.1,7,extreme,poor,18-25,31.1,0.901,extreme
31.1,41.2,3,extreme,poor,36-45,31.2,0.883,extreme
30.0,50.2,9,extreme,moderate,55+,31.1,1.0,extreme
31.6,56.7,7,heavy,poor,36-45,35.2,1.0,extreme
30.9,60.8,3,heavy,well,46-55,34.9,0.736,high
28.1,63.4,1,light,moderate,36-45,30.0,0.333,low
34.4,72.9,12,extreme,moderate,46-55,49.9,0.98,extreme
31.3,65.4,2,heavy,moderate,18-25,37.0,0.776,high
23.9,37.3,5,light,well,18-25,23.3,0.197,low
29.2,81.3,1,moderate,moderate,36-45,35.7,0.656,moderate
45.3,49.6,1,extreme,well,55+,74.3,0.977,extreme
29.8,73.7,10,moderate,well,46-55,35.4,0.959,extreme
33.3,56.0,12,heavy,well,55+,38.8,0.978,extreme
33.4,80.9,5,light,moderate,46-55,50.1,0.965,extreme
33.8,51.3,3,heavy,moderate,18-25,38.4,0.698,moderate
22.8,45.1,11,light,well,26-35,22.3,0.378,low
27.9,52.4,6,moderate,well,46-55,28.6,0.608,moderate
43.1,42.8,8,light,poor,26-35,59.2,1.0,extreme
34.5,74.3,1,extreme,moderate,55+,51.0,0.998,extreme
32.7,77.1,4,light,moderate,18-25,45.5,0.799,high
34.5,56.9,8,extreme,poor,55+,42.2,0.979,extreme
25.5,91.8,8,heavy,moderate,18-25,26.5,0.541,moderate
21.3,64.9,2,moderate,moderate,36-45,21.2,0.251,low
31.5,45.5,8,extreme,poor,36-45,32.6,0.952,extreme
24.4,87.0,9,moderate,poor,36-45,25.1,0.752,high
29.0,81.6,6,heavy,well,36-45,35.0,0.758,high
29.9,76.1,4,light,moderate,46-55,36.3,0.6,moderate
30.6,59.0,3,moderate,poor,46-55,33.7,0.943,extreme
29.9,63.9,10,light,moderate,46-55,33.4,0.972,extreme
29.1,24.8,7,light,moderate,36-45,27.7,0.448,moderate
30.8,47.1,10,extreme,poor,18-25,31.7,0.949,extreme
27.4,62.0,4,moderate,well,55+,28.7,0.603,moderate
33.3,66.0,7,heavy,well,55+,42.7,1.0,extreme
27.0,68.2,4,heavy,moderate,18-25,28.7,0.586,moderate
38.7,60.6,9,light,poor,18-25,58.1,1.0,extreme
23.3,55.3,5,moderate,well,18-25,23.1,0.302,low
29.8,68.1,9,light,well,36-45,34.2,0.725,high
28.6,40.8,9,extreme,moderate,26-35,28.3,1.0,extreme
27.8,57.2,2,heavy,well,55+,28.9,0.553,moderate
31.1,61.6,2,moderate,well,26-35,35.4,0.57,moderate
36.5,69.7,4,moderate,moderate,18-25,55.8,1.0,extreme
30.7,30.7,9,extreme,poor,36-45,29.5,1.0,extreme
32.3,54.0,1,moderate,poor,36-45,35.9,0.792,high
26.2,48.3,12,extreme,moderate,26-35,26.2,0.875,extreme
34.2,30.8,10,extreme,moderate,46-55,33.7,0.953,extreme
32.4,88.6,8,heavy,well,26-35,49.9,0.941,extreme
35.6,65.4,10,light,well,46-55,49.9,1.0,extreme
24.2,64.1,12,light,poor,46-55,24.4,0.786,high
36.1,45.7,5,light,well,36-45,41.5,0.834,high
41.9,81.9,7,extreme,moderate,55+,96.5,0.995,extreme
28.2,57.9,10,heavy,moderate,36-45,29.5,0.822,high
31.5,51.9,9,heavy,well,36-45,33.9,0.919,extreme
33.5,58.6,12,heavy,poor,55+,40.3,1.0,extreme
34.9,72.3,12,heavy,well,46-55,51.2,1.0,extreme
22.8,43.0,10,heavy,poor,46-55,22.3,0.983,extreme
38.3,55.4,3,extreme,poor,36-45,53.0,1.0,extreme
35.9,64.7,8,heavy,well,18-25,50.4,0.967,extreme
35.6,56.9,4,moderate,well,46-55,45.3,0.97,extreme
34.9,55.2,1,heavy,poor,26-35,42.4,0.961,extreme
37.5,54.1,3,light,moderate,46-55,49.5,0.994,extreme
34.8,42.4,3,heavy,poor,18-25,37.7,0.832,high
30.3,56.5,3,moderate,poor,55+,32.8,0.936,extreme
31.0,59.7,3,extreme,well,46-55,34.8,0.934,extreme
37.1,50.7,5,light,moderate,26-35,46.5,0.959,extreme
44.6,46.5,10,heavy,poor,36-45,67.7,1.0,extreme
36.4,58.3,3,heavy,moderate,55+,48.6,0.849,high
42.4,75.2,12,moderate,poor,26-35,91.1,1.0,extreme
34.4,77.4,4,light,moderate,36-45,52.4,1.0,extreme
33.5,78.0,1,heavy,moderate,26-35,49.1,0.986,extreme
30.2,62.1,2,moderate,poor,46-55,33.7,0.997,extreme
32.1,74.3,7,extreme,moderate,36-45,42.3,0.898,extreme
42.7,58.1,10,heavy,well,26-35,72.3,1.0,extreme
33.3,79.1,3,heavy,moderate,26-35,49.0,0.964,extreme
30.1,42.2,11,moderate,poor,55+,30.1,0.937,extreme
31.2,67.2,12,moderate,poor,36-45,37.4,0.939,extreme
40.9,44.9,8,moderate,well,46-55,53.9,0.95,extreme
26.1,55.8,10,heavy,well,55+,26.2,0.805,high
35.5,73.0,3,light,well,46-55,54.2,0.982,extreme
23.5,59.6,9,moderate,moderate,55+,23.5,0.718,high
28.4,56.2,8,heavy,poor,36-45,29.6,0.843,high
31.8,61.7,6,heavy,poor,36-45,37.1,0.908,extreme
35.4,62.9,12,extreme,poor,36-45,47.8,1.0,extreme
35.4,60.4,8,extreme,moderate,26-35,46.5,1.0,extreme
28.4,83.8,12,extreme,moderate,46-55,33.7,1.0,extreme
33.2,58.8,7,extreme,moderate,26-35,39.7,0.945,extreme
34.3,73.7,12,heavy,well,36-45,50.0,0.916,extreme
32.1,70.6,8,moderate,moderate,46-55,40.8,1.0,extreme
29.7,38.9,1,heavy,moderate,46-55,29.2,0.734,high
26.6,62.4,10,extreme,poor,46-55,27.7,0.967,extreme
25.6,70.5,1,extreme,well,46-55,26.1,0.662,moderate
23.5,79.5,4,heavy,poor,18-25,24.0,0.514,moderate
38.6,72.3,8,extreme,well,18-25,67.2,0.998,extreme
29.4,45.1,2,moderate,moderate,55+,29.6,0.593,moderate
28.5,69.5,9,moderate,poor,18-25,31.5,0.849,high
29.5,63.2,8,light,moderate,36-45,32.5,0.599,moderate
43.6,40.3,5,extreme,well,26-35,58.8,0.976,extreme
35.0,55.1,1,light,poor,36-45,42.9,0.971,extreme
32.4,57.9,6,light,well,55+,37.3,0.659,moderate
23.7,65.7,1,moderate,poor,26-35,23.9,0.505,moderate
34.3,51.4,8,moderate,poor,55+,39.5,1.0,extreme
38.6,58.5,5,heavy,poor,18-25,56.0,1.0,extreme
39.9,85.9,6,moderate,moderate,18-25,89.0,1.0,extreme
40.6,44.9,12,light,moderate,55+,52.9,0.972,extreme
34.0,56.9,5,heavy,moderate,26-35,40.9,1.0,extreme
31.7,38.2,5,light,moderate,46-55,31.5,0.628,moderate
29.0,64.6,11,light,poor,55+,31.8,0.911,extreme
33.3,36.0,7,extreme,moderate,55+,33.5,0.987,extreme
32.5,58.3,7,heavy,moderate,55+,37.6,1.0,extreme
34.4,66.9,2,heavy,well,26-35,46.5,0.886,extreme
25.7,62.4,4,light,moderate,46-55,25.9,0.36,low
25.1,52.4,5,extreme,well,36-45,25.1,0.605,moderate
31.2,57.1,2,light,well,46-55,34.6,0.616,moderate
34.0,62.1,6,moderate,poor,26-35,42.9,1.0,extreme
31.1,88.1,7,light,poor,36-45,44.1,1.0,extreme
32.0,65.2,4,extreme,well,55+,38.6,0.847,high
30.5,71.3,11,light,well,36-45,36.6,0.811,high
28.5,35.0,1,light,poor,55+,27.8,0.598,moderate
36.6,52.4,5,moderate,moderate,26-35,45.8,1.0,extreme
30.7,66.7,12,light,moderate,36-45,35.9,0.977,extreme
32.1,80.9,11,moderate,well,55+,45.0,0.985,extreme
34.6,65.0,2,extreme,well,55+,46.4,0.924,extreme
33.4,69.2,2,extreme,moderate,26-35,44.4,1.0,extreme
31.4,71.6,1,extreme,moderate,46-55,39.2,0.954,extreme
34.0,72.2,5,moderate,well,26-35,47.8,0.816,high
29.2,58.7,11,heavy,well,36-45,31.1,0.682,moderate
40.6,63.3,7,light,moderate,46-55,68.2,0.941,extreme
35.3,29.8,10,heavy,well,46-55,35.1,0.934,extreme
28.4,38.4,3,heavy,moderate,26-35,27.9,0.581,moderate
39.4,69.2,12,extreme,well,18-25,68.3,1.0,extreme
36.1,46.9,1,heavy,poor,46-55,42.0,1.0,extreme
33.3,66.1,6,heavy,moderate,26-35,42.8,0.938,extreme
24.3,44.0,6,moderate,moderate,26-35,23.9,0.386,low
34.0,62.0,3,heavy,well,55+,43.2,0.953,extreme
27.4,58.0,6,light,poor,18-25,28.4,0.632,moderate
37.3,85.1,3,light,moderate,26-35,72.1,1.0,extreme
34.9,64.0,1,moderate,poor,18-25,46.7,1.0,extreme
33.1,46.6,1,light,poor,46-55,35.6,0.867,extreme
26.6,56.2,2,moderate,well,26-35,27.3,0.388,low
23.8,79.2,5,heavy,well,36-45,24.3,0.345,low
37.8,73.0,12,extreme,poor,36-45,64.2,1.0,extreme
34.9,69.3,4,extreme,moderate,55+,49.4,0.992,extreme
40.5,50.7,3,light,well,18-25,56.8,0.93,extreme
34.3,55.1,3,moderate,well,36-45,41.0,0.815,high
31.3,62.3,7,extreme,poor,36-45,36.0,1.0,extreme
34.0,80.9,2,moderate,well,36-45,52.9,1.0,extreme
23.5,45.4,7,moderate,moderate,26-35,23.1,0.489,moderate
36.0,52.5,2,moderate,moderate,18-25,44.4,0.912,extreme
20.0,39.7,10,extreme,well,18-25,19.1,0.796,high
27.2,59.4,7,light,poor,46-55,28.3,0.717,high
31.8,60.2,7,light,poor,46-55,36.6,0.811,high
32.7,55.7,5,moderate,moderate,46-55,37.3,0.886,extreme
28.6,59.2,12,light,poor,36-45,30.3,0.781,high
33.8,45.4,4,light,well,36-45,36.5,0.373,low
31.1,94.0,4,heavy,moderate,46-55,46.8,1.0,extreme
34.2,56.9,7,light,well,26-35,41.3,0.746,high
33.9,45.6,1,moderate,well,55+,36.8,0.69,moderate
24.0,71.9,6,extreme,moderate,18-25,24.4,0.665,moderate
31.4,59.9,1,moderate,well,55+,35.6,0.71,high
28.7,52.0,7,heavy,well,36-45,29.5,0.525,moderate
35.8,67.2,7,light,poor,18-25,51.6,1.0,extreme
42.9,45.6,7,moderate,poor,26-35,60.9,0.958,extreme
27.1,67.6,7,heavy,well,46-55,28.8,0.674,moderate
25.0,72.9,6,moderate,poor,46-55,25.5,0.728,high
31.9,48.4,4,heavy,well,46-55,33.8,0.821,high
27.8,63.6,8,light,poor,55+,29.6,0.699,moderate
26.1,84.2,1,light,well,55+,28.1,0.403,moderate
20.5,61.1,3,extreme,well,18-25,20.2,0.448,moderate
28.2,74.9,9,heavy,moderate,55+,31.9,1.0,extreme
32.6,72.9,8,heavy,poor,46-55,43.4,1.0,extreme
21.8,36.5,8,light,poor,18-25,21.0,0.455,moderate
28.0,52.9,10,heavy,well,18-25,28.7,0.745,high
33.7,57.1,6,heavy,well,36-45,40.4,0.993,extreme
29.2,64.8,7,moderate,well,55+,32.2,0.742,high
38.3,38.2,3,moderate,well,46-55,43.2,0.946,extreme
26.4,28.0,8,light,poor,36-45,25.8,0.41,moderate
31.0,47.8,11,moderate,well,26-35,32.2,0.937,extreme
32.3,65.9,6,heavy,poor,18-25,39.7,0.957,extreme
32.6,53.5,10,heavy,moderate,55+,36.4,1.0,extreme
33.0,44.2,3,moderate,moderate,26-35,34.7,0.609,moderate
34.1,47.0,9,light,poor,18-25,37.6,0.856,extreme
20.0,58.6,12,heavy,well,18-25,19.6,0.535,moderate
31.7,61.0,8,extreme,well,55+,36.7,0.999,extreme
25.1,41.9,7,light,well,26-35,24.7,0.156,low
27.8,46.0,3,light,poor,18-25,27.9,0.474,moderate
42.2,65.5,7,moderate,well,55+,78.1,1.0,extreme
32.8,70.7,5,light,poor,18-25,43.0,0.906,extreme
23.1,61.8,5,heavy,well,55+,23.1,0.559,moderate
36.5,69.3,1,light,well,18-25,55.8,1.0,extreme
27.5,59.4,8,extreme,moderate,36-45,28.6,0.768,high
42.3,53.9,2,light,well,55+,66.2,0.954,extreme
30.3,54.7,11,heavy,well,46-55,32.4,0.956,extreme
37.9,32.3,6,extreme,moderate,18-25,40.1,1.0,extreme
30.2,51.5,1,heavy,well,46-55,31.5,0.593,moderate
35.2,39.9,12,light,poor,18-25,37.6,1.0,extreme
30.4,53.7,11,heavy,poor,46-55,32.3,0.982,extreme
29.4,58.5,8,light,moderate,46-55,31.4,0.695,moderate
32.0,65.8,3,light,poor,55+,39.0,0.941,extreme
26.0,54.1,11,extreme,moderate,36-45,26.0,0.878,extreme
29.3,77.0,10,extreme,moderate,18-25,34.9,0.989,extreme
30.1,40.5,3,heavy,poor,36-45,29.8,0.58,moderate
31.5,79.7,4,moderate,moderate,36-45,42.3,0.962,extreme
25.3,39.9,12,extreme,well,46-55,24.9,0.892,extreme
33.5,30.7,8,moderate,moderate,26-35,32.7,0.758,high
29.3,39.0,8,moderate,well,36-45,28.8,0.387,low
28.4,74.5,3,heavy,well,55+,32.2,0.742,high
33.3,28.8,9,extreme,poor,18-25,32.2,0.885,extreme
31.8,82.4,11,heavy,well,18-25,44.6,0.912,extreme
27.5,71.7,10,heavy,moderate,46-55,29.9,1.0,extreme
22.8,70.6,9,light,well,55+,23.0,0.558,moderate
41.4,66.6,5,light,moderate,46-55,75.4,0.966,extreme
35.8,77.7,5,heavy,well,46-55,58.4,1.0,extreme
31.8,63.2,6,light,moderate,55+,37.5,0.85,high
23.7,45.0,3,extreme,moderate,18-25,23.3,0.492,moderate
33.9,46.4,1,extreme,moderate,18-25,37.1,0.889,extreme
28.1,70.4,1,heavy,poor,46-55,30.9,0.871,extreme
42.5,31.8,6,heavy,moderate,18-25,49.4,1.0,extreme
36.4,28.4,9,light,moderate,55+,36.4,1.0,extreme
28.9,52.3,8,heavy,moderate,36-45,29.8,0.622,moderate
27.9,54.6,9,extreme,moderate,36-45,28.7,0.998,extreme
31.1,50.2,3,extreme,moderate,18-25,32.7,0.928,extreme
26.9,43.7,4,heavy,poor,36-45,27.0,0.469,moderate
37.7,61.5,10,extreme,moderate,36-45,55.0,0.988,extreme
25.0,44.2,4,moderate,moderate,26-35,24.7,0.27,low
42.4,66.8,5,light,poor,26-35,80.8,1.0,extreme
32.3,49.8,9,light,poor,18-25,34.8,0.979,extreme
33.4,56.0,5,light,well,26-35,39.2,0.812,high
25.2,56.6,2,light,well,46-55,25.3,0.23,low
33.7,49.8,9,light,poor,46-55,37.7,1.0,extreme
34.9,57.0,8,light,moderate,55+,43.2,0.987,extreme
41.4,64.2,4,heavy,poor,36-45,72.6,0.983,extreme
37.6,51.3,4,light,moderate,18-25,48.1,0.932,extreme
32.9,76.6,1,light,well,18-25,46.2,0.65,moderate
40.2,76.0,5,heavy,poor,55+,79.0,0.953,extreme
30.3,43.0,10,moderate,poor,55+,30.5,0.965,extreme
28.1,46.7,8,heavy,moderate,26-35,28.2,0.691,moderate
27.0,69.3,1,light,poor,36-45,28.7,0.522,moderate
27.8,40.2,1,extreme,well,36-45,27.5,0.475,moderate
38.3,99.9,7,heavy,poor,18-25,94.3,0.936,extreme
36.6,79.1,11,light,moderate,18-25,63.5,1.0,extreme
23.6,73.7,12,heavy,poor,55+,24.0,1.0,extreme
36.3,32.0,8,moderate,moderate,26-35,37.1,0.731,high
27.6,75.1,6,extreme,well,55+,30.5,0.871,extreme
38.0,75.0,5,light,moderate,18-25,66.9,1.0,extreme
30.2,72.0,2,light,moderate,36-45,36.0,0.659,moderate
29.6,86.0,4,moderate,poor,26-35,38.0,0.851,extreme
28.7,63.5,12,moderate,poor,18-25,31.0,0.84,high
36.5,58.8,3,extreme,well,18-25,49.0,0.954,extreme
26.8,39.3,6,heavy,poor,55+,26.6,0.851,extreme
32.8,58.1,10,moderate,well,36-45,38.4,0.805,high
24.4,39.5,2,heavy,well,36-45,23.9,0.259,low
36.7,77.2,1,extreme,well,18-25,62.5,0.997,extreme
39.5,32.1,3,light,moderate,36-45,43.1,0.8,high
34.2,59.4,10,light,well,18-25,42.5,0.93,extreme
30.5,78.6,9,extreme,well,36-45,38.7,0.983,extreme
33.8,54.7,3,extreme,poor,55+,39.6,1.0,extreme
34.4,39.9,1,light,well,26-35,36.2,0.373,low
33.2,44.5,3,heavy,well,36-45,35.2,0.663,moderate
37.7,56.4,9,moderate,moderate,46-55,51.4,1.0,extreme
34.0,56.3,8,heavy,well,26-35,40.7,0.942,extreme
31.5,65.4,12,moderate,poor,46-55,37.5,1.0,extreme
25.9,85.6,12,light,poor,55+,27.7,0.913,extreme
26.8,48.0,4,heavy,moderate,46-55,27.1,0.7,moderate
30.4,78.8,6,heavy,poor,36-45,38.5,1.0,extreme
20.9,55.6,11,heavy,well,46-55,20.5,0.76,high
29.5,59.7,8,heavy,moderate,55+,31.9,0.801,high
35.0,66.2,10,extreme,moderate,18-25,48.3,0.927,extreme
25.1,75.6,2,extreme,poor,55+,25.7,0.883,extreme
31.7,60.6,5,moderate,well,36-45,36.7,0.645,moderate
28.2,30.5,11,light,well,36-45,27.2,0.531,moderate
37.3,80.8,5,light,poor,26-35,68.5,0.982,extreme
43.4,44.9,3,extreme,moderate,18-25,62.2,0.919,extreme
31.2,47.5,11,heavy,poor,18-25,32.4,0.918,extreme
27.2,70.9,6,moderate,well,55+,29.3,0.563,moderate
32.5,63.9,3,heavy,poor,55+,39.7,0.956,extreme
33.0,91.8,4,moderate,well,26-35,54.5,1.0,extreme
40.9,62.6,2,heavy,poor,18-25,69.1,0.996,extreme
29.6,63.5,9,light,poor,26-35,32.7,0.962,extreme
31.0,47.3,3,moderate,poor,46-55,32.2,0.967,extreme
40.1,23.7,10,heavy,moderate,18-25,40.7,1.0,extreme
31.7,71.8,9,light,moderate,46-55,40.1,1.0,extreme
30.8,82.3,1,extreme,well,36-45,40.9,0.896,extreme
35.0,55.1,7,moderate,well,18-25,42.7,0.926,extreme
43.3,62.8,11,light,well,18-25,80.3,0.965,extreme
37.5,38.1,6,moderate,poor,55+,41.5,1.0,extreme
31.4,59.4,9,extreme,poor,18-25,35.5,0.991,extreme
38.5,65.7,1,light,well,46-55,61.0,1.0,extreme
34.6,59.2,3,heavy,poor,55+,43.4,0.953,extreme
27.6,48.2,4,extreme,poor,18-25,27.9,0.891,extreme
30.0,43.7,1,light,poor,26-35,30.1,0.419,moderate
39.0,51.8,1,extreme,well,36-45,52.9,0.976,extreme
28.4,64.8,12,light,moderate,36-45,30.6,0.658,moderate
34.0,54.9,9,extreme,moderate,46-55,40.1,1.0,extreme
34.5,24.9,6,moderate,moderate,55+,33.1,0.965,extreme
42.0,95.5,3,moderate,moderate,46-55,117.5,1.0,extreme
26.9,74.4,7,light,poor,55+,29.0,0.723,high
30.4,45.7,9,light,moderate,18-25,30.9,0.622,moderate
35.5,24.6,6,heavy,poor,18-25,34.3,1.0,extreme
34.8,44.7,12,light,poor,36-45,38.3,1.0,extreme
30.9,64.0,9,moderate,poor,46-55,35.7,1.0,extreme
46.2,34.1,7,light,moderate,46-55,60.8,0.987,extreme
37.4,82.6,11,moderate,well,26-35,70.6,0.95,extreme
28.9,92.1,5,moderate,moderate,18-25,37.3,0.672,moderate
30.9,53.0,10,moderate,poor,26-35,33.0,1.0,extreme
32.6,52.8,4,heavy,poor,46-55,36.2,1.0,extreme
38.0,48.3,8,light,poor,46-55,47.7,0.937,extreme
35.2,89.5,6,moderate,moderate,26-35,64.2,1.0,extreme
35.3,80.4,7,moderate,poor,26-35,58.1,0.988,extreme
27.9,70.0,5,moderate,well,55+,30.4,0.494,moderate
